meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1254,9693,4,16,4.0,34.0,INTERMEDIATE,4
1254,9693,4,23,4.0,33.0,INTERMEDIATE,2
1254,9693,4,44,4.0,33.0,INTERMEDIATE,4
1254,9693,4,14,4.0,32.0,INTERMEDIATE,4
1254,9693,4,10,4.0,33.0,INTERMEDIATE,4
1254,9693,4,27,4.0,33.0,INTERMEDIATE,4
1254,9693,4,18,4.0,33.0,INTERMEDIATE,4
1254,9693,6,5,4.0,44.0,MEDIUM,4
1254,9693,4,12,4.0,33.0,INTERMEDIATE,4
1254,9693,6,30,4.0,33.0,INTERMEDIATE,0
1254,9693,4,31,4.0,39.0,INTERMEDIATE,0
1254,9693,6,87,4.0,44.0,MEDIUM,0
1254,9693,5,44,33.0,47.0,HARD,1
1254,9693,5,23,33.0,44.0,MEDIUM,0
1254,9693,5,22,33.0,47.0,MEDIUM,0
1254,9693,5,10,33.0,46.0,HARD,0
1254,9693,5,12,33.0,44.0,HARD,0
1254,9693,5,18,33.0,44.0,HARD,1
1254,9693,5,27,33.0,44.0,MEDIUM,0
1254,9693,5,4,34.0,44.0,HARD,1
1254,9693,5,81,34.0,44.0,HARD,1
1254,9693,7,30,33.0,46.0,MEDIUM,0
1254,9693,5,1,34.0,46.0,MEDIUM,0
1254,9693,5,63,34.0,44.0,HARD,0
1254,9693,5,16,34.0,47.0,HARD,1
1254,9693,5,31,39.0,46.0,MEDIUM,0
1254,9693,6,4,44.0,57.0,INTERMEDIATE,0
1254,9693,6,23,44.0,57.0,INTERMEDIATE,0
1254,9693,6,63,44.0,57.0,INTERMEDIATE,0
1254,9693,6,18,44.0,57.0,INTERMEDIATE,0
1254,9693,6,27,44.0,57.0,INTERMEDIATE,0
1254,9693,6,12,44.0,57.0,INTERMEDIATE,0
1254,9693,7,5,44.0,45.0,INTERMEDIATE,0
1254,9693,6,81,44.0,57.0,INTERMEDIATE,0
1254,9693,7,87,44.0,57.0,INTERMEDIATE,0
1254,9693,6,1,46.0,57.0,INTERMEDIATE,0
1254,9693,6,10,46.0,57.0,INTERMEDIATE,0
1254,9693,6,31,46.0,57.0,INTERMEDIATE,0
1254,9693,6,44,47.0,57.0,INTERMEDIATE,0
1254,9693,6,22,47.0,57.0,INTERMEDIATE,0
1254,9693,6,16,47.0,57.0,INTERMEDIATE,0
